frame_idx,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,label
404,538.5816,236.409,2374.0,553.6506,160.8053,2233.0,692.0219,167.3706,2224.0,852.1095,-24.6631,2306.0,-1.0,-1.0,-1.0,410.2527,142.0669,2281.0,354.3994,5.3024,2327.0,394.5955,8.8773,2276.0,649.4294,-118.6257,2055.0,551.166,-388.8116,1879.0,-1.0,-1.0,-1.0,464.4444,-110.4189,2155.0,293.602,-221.5841,2083.0,182.8375,-352.8602,1268.0,561.6937,263.6071,2342.0,514.0139,276.1827,2385.0,649.7943,293.6106,2401.0,534.5468,319.2742,2682.0,2
405,538.5816,236.409,2374.0,554.8903,161.1654,2238.0,691.2025,175.2906,2233.0,811.9739,19.8716,2267.0,-1.0,-1.0,-1.0,394.9649,133.2115,2196.0,275.8552,17.631,2468.0,-1.0,-1.0,-1.0,651.49,-121.721,2051.0,599.2902,-315.6796,1916.0,-1.0,-1.0,-1.0,467.4617,-111.1363,2169.0,293.602,-224.9621,2083.0,183.5585,-354.2516,1273.0,568.0713,263.0443,2337.0,516.1691,273.4566,2395.0,646.8173,296.1414,2390.0,554.2784,326.5495,2781.0,2
406,539.716,233.0488,2379.0,554.8903,161.1654,2238.0,692.0219,174.5841,2224.0,804.7335,-2.1776,2257.0,-1.0,-1.0,-1.0,398.2024,134.3034,2214.0,361.2499,1.5418,2347.0,394.5955,8.8773,2276.0,649.4294,-118.6257,2055.0,597.1007,-308.3345,1909.0,-1.0,-1.0,-1.0,464.4444,-110.4189,2155.0,295.8381,-227.4632,2075.0,186.9344,-354.6771,1282.0,565.4902,259.809,2342.0,516.1691,273.4566,2395.0,643.8403,294.7784,2379.0,548.4984,323.1443,2752.0,2
407,537.4473,232.0692,2369.0,557.2704,160.8053,2233.0,690.4661,166.9944,2219.0,873.078,-28.5999,2322.0,-1.0,-1.0,-1.0,416.6725,143.0011,2296.0,392.3204,-24.6631,2306.0,394.5955,8.8773,2276.0,651.49,-118.3948,2051.0,552.046,-392.4844,1882.0,-1.0,-1.0,-1.0,468.3238,-104.2932,2173.0,295.2678,-227.0247,2071.0,187.226,-357.3127,1284.0,565.4902,259.809,2342.0,515.0915,272.8858,2390.0,645.4642,291.654,2385.0,557.0262,338.2021,2841.0,2
408,539.4634,230.7321,2395.0,554.8903,161.1654,2238.0,692.4992,166.6181,2214.0,815.6488,-24.246,2267.0,-1.0,-1.0,-1.0,422.2983,148.7057,2327.0,360.4803,28.1252,2342.0,-1.0,-1.0,-1.0,653.5377,-118.1639,2047.0,586.8933,-320.214,1906.0,-1.0,-1.0,-1.0,466.3841,-103.8612,2164.0,296.9787,-228.3402,2083.0,184.712,-356.4779,1281.0,560.5176,261.0293,2353.0,507.7948,263.3589,2374.0,648.1705,292.8769,2395.0,-1.0,-1.0,-1.0,2
409,539.716,244.6231,2379.0,554.8903,153.9065,2238.0,691.2025,171.6693,2233.0,822.5764,-24.3423,2276.0,-1.0,-1.0,-1.0,393.1127,126.7573,2147.0,390.6191,-17.1092,2296.0,401.3863,23.3922,2252.0,651.9576,-122.4332,2063.0,593.0727,-304.7589,1906.0,-1.0,-1.0,-1.0,465.522,-114.1781,2160.0,295.2678,-227.0247,2071.0,185.2888,-357.591,1285.0,561.7087,269.2321,2358.0,512.2867,277.3407,2395.0,647.2473,298.1239,2406.0,514.3841,292.8718,2602.0,2
410,542.2115,253.5061,2390.0,556.0226,149.6056,2228.0,700.7344,180.4342,2252.0,796.5726,15.8879,2224.0,460.1961,145.1909,2272.0,405.9974,120.5189,2160.0,396.71,-53.6577,2267.0,400.4951,19.6963,2247.0,648.1653,-121.721,2051.0,599.1816,-290.8608,1896.0,-1.0,-1.0,-1.0,465.522,-117.681,2160.0,296.4084,-224.5301,2079.0,185.1446,-357.3127,1284.0,572.0066,280.0505,2385.0,516.1691,281.2247,2395.0,651.8205,300.2304,2423.0,493.8246,277.1148,2498.0,2
0,424.3289,198.2006,2129.0,563.584,123.6873,2095.0,654.4858,118.9117,2071.0,589.3048,-62.1254,1955.0,414.935,-85.6127,1985.0,498.1994,129.6502,2196.0,451.9385,-26.2227,2129.0,-1.0,-1.0,-1.0,641.3254,-155.8389,2019.0,587.1947,-283.0423,1948.0,369.4428,-336.2041,1341.0,489.4315,-149.8819,2027.0,310.2455,-242.405,2059.0,179.4354,-366.8263,1303.0,442.128,222.5977,2067.0,408.9815,231.8528,2121.0,518.838,247.4911,2079.0,-1.0,-1.0,-1.0,2
1,431.3969,210.3219,2147.0,563.664,124.4548,2108.0,654.0312,121.5618,2059.0,589.3048,-62.1254,1955.0,406.5736,-83.8875,1945.0,473.2807,126.0889,2196.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,643.8666,-159.7437,2027.0,582.9746,-290.4174,1934.0,351.9319,-355.5071,1285.0,490.3974,-150.1777,2031.0,310.2455,-242.405,2059.0,178.7469,-367.5237,1298.0,457.4304,238.7465,2091.0,420.9557,248.6223,2147.0,535.6887,254.2343,2079.0,-1.0,-1.0,-1.0,2
2,446.9174,212.9075,2138.0,549.9996,123.6873,2095.0,661.9902,121.798,2063.0,588.4005,-62.0301,1952.0,417.2344,-56.9544,1996.0,431.3473,122.7508,2200.0,348.1317,-76.8354,2008.0,313.6154,-131.6906,2104.0,635.2601,-160.0589,2031.0,592.5963,-276.2979,1945.0,355.6723,-353.0171,1276.0,480.6743,-164.7153,2134.0,311.7557,-240.9923,2047.0,179.0223,-363.8735,1300.0,468.4937,245.9983,2095.0,420.9557,252.1042,2147.0,560.2468,268.0364,2108.0,-1.0,-1.0,-1.0,2
3,446.9777,211.1056,2155.0,548.9517,131.0429,2104.0,664.0444,128.2401,2059.0,603.687,-40.6878,1992.0,436.0181,11.0884,2008.0,409.9495,140.5898,2200.0,368.8229,-59.4767,2210.0,320.4367,-135.1028,2104.0,624.961,-175.4846,2019.0,598.6501,-274.7353,1934.0,351.5354,-355.0865,1276.0,474.9244,-169.8311,2155.0,311.1465,-240.5213,2043.0,276.5206,-558.7881,2008.0,464.9157,244.1195,2079.0,424.4361,255.586,2147.0,561.3099,268.545,2112.0,-1.0,-1.0,-1.0,2
4,450.471,221.5901,2155.0,543.0725,159.6192,2121.0,657.8429,145.7806,2071.0,634.0049,-45.3954,2059.0,490.4827,28.0658,2059.0,414.8577,183.1584,2286.0,319.3995,12.9604,2347.0,305.1137,-135.8733,2116.0,609.3535,-173.8332,2000.0,599.6071,-276.866,1927.0,-1.0,-1.0,-1.0,457.3148,-165.0241,2138.0,310.5373,-240.0504,2039.0,275.9697,-554.425,2004.0,466.7047,248.4434,2087.0,425.2269,263.0389,2151.0,555.7287,272.6569,2091.0,-1.0,-1.0,-1.0,2
5,440.7553,218.5053,2125.0,541.6696,170.5793,2129.0,659.9231,155.5554,2067.0,638.5346,-27.4592,1970.0,519.1981,50.3405,2015.0,421.224,195.2414,2342.0,327.4287,21.09,2406.0,303.9601,-128.5224,2108.0,607.7222,-153.1692,2027.0,605.8586,-281.444,1937.0,-1.0,-1.0,-1.0,453.849,-147.6878,2138.0,312.9741,-241.9341,2055.0,275.4189,-553.3184,2000.0,465.8102,244.5892,2083.0,422.6569,261.4492,2138.0,560.2468,271.455,2108.0,-1.0,-1.0,-1.0,2
6,437.3105,211.6129,2125.0,534.932,155.8113,2116.0,663.7543,129.4858,2079.0,634.0511,-52.91,1966.0,-1.0,-1.0,-1.0,403.4182,176.0756,2243.0,289.7451,17.2667,2417.0,291.2897,-83.3993,2276.0,615.9648,-161.744,2011.0,605.8586,-290.8679,1937.0,-1.0,-1.0,-1.0,456.0391,-149.5997,2116.0,311.7557,-240.9923,2047.0,276.5206,-558.7881,2008.0,459.9384,241.6743,2087.0,413.3091,254.362,2108.0,547.8994,258.5971,2087.0,-1.0,-1.0,-1.0,2
7,427.7879,213.7435,2112.0,540.7681,148.6666,2112.0,662.4772,125.8716,2075.0,653.4332,-31.0585,1996.0,437.3471,-88.1606,1970.0,420.6842,159.7971,2219.0,392.7175,-5.5973,2164.0,353.9229,-70.2078,1916.0,624.961,-139.4676,2019.0,598.3624,-285.647,1923.0,348.8483,-356.6137,1289.0,448.5155,-123.7416,1977.0,306.6293,-239.5795,2035.0,178.4714,-362.7538,1296.0,440.4824,238.7465,2091.0,410.6697,247.9944,2112.0,527.9307,260.4753,2075.0,-1.0,-1.0,-1.0,2
8,427.7879,200.0431,2112.0,554.7165,137.605,2100.0,653.5377,124.1731,2047.0,660.6167,-27.9888,2008.0,434.0171,-87.4893,1955.0,476.8405,143.8955,2196.0,442.3187,-15.7679,2116.0,398.6181,-70.0423,2000.0,631.9678,-140.2965,2031.0,596.4833,-286.2412,1927.0,351.9319,-357.591,1285.0,468.0641,-124.6805,1992.0,309.6428,-241.9341,2055.0,275.9697,-557.675,2004.0,443.872,235.3555,2091.0,417.4265,239.6326,2129.0,523.5559,253.256,2071.0,-1.0,-1.0,-1.0,2
9,426.1727,194.0161,2121.0,556.8297,131.292,2108.0,651.49,124.4157,2051.0,671.3834,-31.292,2011.0,431.7295,-87.6683,1959.0,468.0716,140.9093,2205.0,431.2313,-19.3174,2129.0,393.436,-81.937,1974.0,639.0135,-134.499,2043.0,596.4388,-281.444,1937.0,350.2886,-353.8471,1279.0,470.2345,-117.1513,1974.0,311.1465,-240.5213,2043.0,281.3082,-558.5749,2019.0,438.7971,224.3208,2083.0,414.9476,236.7346,2134.0,516.8415,243.1801,2071.0,-1.0,-1.0,-1.0,2
10,417.4265,198.2006,2129.0,546.5107,135.5414,2121.0,649.4294,124.6583,2055.0,675.9852,-31.3542,2015.0,433.2721,-87.9816,1966.0,436.8905,141.2289,2210.0,424.2889,-23.1444,2164.0,381.6973,-87.8473,1963.0,631.1518,-130.929,2039.0,596.4388,-284.5853,1937.0,350.2886,-355.9213,1279.0,443.734,-120.1087,1970.0,309.0401,-241.4632,2051.0,179.597,-358.7041,1289.0,434.5328,229.0106,2095.0,412.2596,240.6456,2138.0,516.8415,239.8215,2071.0,-1.0,-1.0,-1.0,2
11,413.1975,208.1668,2125.0,539.7439,134.7106,2108.0,650.2195,124.1731,2047.0,684.6452,-28.3094,2031.0,436.4591,-87.9816,1966.0,426.0021,142.3791,2228.0,339.3264,-5.8249,2252.0,-1.0,-1.0,-1.0,635.7017,-124.5594,2043.0,596.1843,-275.2855,1916.0,348.2153,-357.9955,1279.0,441.4351,-117.1513,1974.0,309.0401,-241.4632,2051.0,177.9206,-361.6342,1292.0,433.8121,233.8503,2108.0,409.7528,246.0747,2125.0,503.8336,241.7711,2059.0,-1.0,-1.0,-1.0,2
12,419.1911,205.973,2138.0,540.7681,131.5411,2112.0,650.2195,124.1731,2047.0,683.402,-21.476,2008.0,437.1862,-87.4893,1955.0,427.781,137.022,2200.0,418.2531,-16.0287,2151.0,369.0234,-73.8507,1930.0,629.0045,-119.3471,2011.0,595.2452,-276.2912,1923.0,355.2666,-356.7561,1282.0,447.6076,-113.0841,1959.0,310.2455,-242.405,2059.0,275.9697,-557.675,2004.0,440.4824,228.5734,2091.0,407.2461,241.1442,2112.0,517.1845,241.7711,2059.0,-1.0,-1.0,-1.0,2
13,431.2313,218.9166,2129.0,548.9517,127.6307,2104.0,659.4231,124.6583,2055.0,644.6931,-47.0777,1989.0,434.1537,-56.2125,1970.0,425.1788,126.6057,2205.0,377.4363,-37.1188,1974.0,385.3727,-115.341,2182.0,639.0135,-147.7518,2043.0,590.1588,-281.444,1937.0,351.5354,-348.8785,1276.0,471.3703,-139.1613,2063.0,311.7557,-240.9923,2047.0,276.9337,-559.6229,2011.0,453.1722,238.2898,2087.0,409.1142,253.8793,2104.0,536.9846,253.256,2071.0,-1.0,-1.0,-1.0,2
14,437.3105,225.3976,2125.0,546.5782,131.292,2108.0,657.5942,123.6878,2039.0,620.9961,-43.1025,1955.0,433.3666,-8.3366,1981.0,417.0821,133.4542,2200.0,300.4984,-38.866,2262.0,293.1648,-82.8863,2262.0,615.9648,-148.6988,2011.0,594.524,-272.5819,1941.0,353.7394,-353.1481,1284.0,445.7825,-141.6572,2100.0,315.074,-240.9923,2047.0,278.0354,-561.8492,2019.0,456.2174,247.9667,2055.0,417.4265,263.8013,2129.0,541.5987,255.6233,2063.0,-1.0,-1.0,-1.0,2
15,445.4787,219.2456,2067.0,539.0589,139.6005,2079.0,654.4169,132.2974,2019.0,636.2712,-30.0938,1934.0,475.6685,42.8267,1970.0,416.4419,153.3124,2178.0,318.5095,-20.7419,2286.0,310.7981,-77.2217,2205.0,618.4152,-155.8389,2019.0,595.7492,-279.4521,1945.0,350.2886,-360.0697,1279.0,452.609,-149.5997,2116.0,312.9741,-241.9341,2055.0,277.4845,-560.7361,2015.0,474.8691,252.1539,2035.0,428.7615,260.2079,2100.0,548.5769,261.0243,2027.0,-1.0,-1.0,-1.0,2
16,463.1447,211.7156,2027.0,522.1715,130.3316,1989.0,643.612,128.8245,1966.0,626.6644,-22.8972,1859.0,495.4927,60.5165,1923.0,410.5146,151.1303,2147.0,329.1037,-24.1391,2257.0,284.5345,-68.7858,2281.0,611.3704,-173.4855,1996.0,588.2311,-282.0252,1941.0,-1.0,-1.0,-1.0,454.315,-169.5457,2108.0,302.9804,-241.9341,2055.0,178.0583,-359.8172,1293.0,486.2342,241.3941,1974.0,443.7545,258.4668,2059.0,557.4787,251.3795,1977.0,596.3105,388.6586,2944.0,2
17,453.5482,207.3288,1985.0,510.6202,133.757,1945.0,628.0464,125.0895,1909.0,629.7853,-34.4675,1833.0,493.6891,91.3686,1916.0,411.4475,155.8113,2116.0,335.0574,-23.5294,2200.0,312.035,-68.767,2164.0,609.2263,-172.8771,1989.0,545.634,-442.3826,1913.0,-1.0,-1.0,-1.0,455.1771,-169.8674,2112.0,300.2324,-242.405,2059.0,288.964,-541.4252,2004.0,473.6719,235.1575,1923.0,435.9958,253.9477,2023.0,554.7588,245.912,1934.0,-1.0,-1.0,-1.0,2
18,423.0848,192.5927,1934.0,524.3391,133.2886,1985.0,636.7372,127.4484,1945.0,606.0144,-49.3306,1833.0,484.1697,81.4902,1903.0,391.1093,151.9087,2063.0,312.7111,-33.0036,2121.0,311.3842,-108.2157,2112.0,585.9477,-166.2714,1913.0,388.3001,-336.0049,1385.0,-1.0,-1.0,-1.0,457.4304,-164.7874,2091.0,297.4714,-256.2585,2063.0,289.5408,-552.2752,2008.0,452.6024,224.6275,1913.0,416.4675,235.3487,1977.0,544.1809,246.802,1941.0,-1.0,-1.0,-1.0,2
19,408.0413,189.7501,1937.0,503.7381,124.9332,1955.0,630.4314,127.4484,1945.0,600.2874,-70.8661,1852.0,481.8433,78.5276,1906.0,372.9364,137.989,2055.0,314.9596,-54.6281,2160.0,307.3773,-121.6852,2108.0,592.3799,-180.6424,1934.0,376.8819,-338.7621,1360.0,-1.0,-1.0,-1.0,450.8978,-183.2202,2108.0,300.3553,-251.9867,2083.0,183.7027,-352.4638,1274.0,444.7668,220.7146,1906.0,392.6388,234.5154,1970.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2
20,422.9897,193.9868,1948.0,497.2964,120.2057,1930.0,640.8035,123.133,1977.0,610.9836,-66.0149,1885.0,492.8564,77.8272,1889.0,375.3606,136.7532,2087.0,300.0749,-45.0384,2205.0,290.7778,-97.991,2272.0,594.524,-178.1484,1941.0,576.8316,-314.1491,1945.0,0.0,-0.0,0.0,439.8102,-189.6967,2104.0,297.4714,-246.2216,2063.0,186.8749,-364.8556,1296.0,451.656,224.1578,1909.0,404.465,235.8248,1981.0,547.3542,245.4033,1930.0,-1.0,-1.0,-1.0,2
21,470.9491,206.4932,1977.0,534.066,119.3337,1916.0,674.1952,124.5655,2000.0,618.9083,-65.5596,1872.0,519.6189,85.3319,1920.0,420.1434,151.8037,2108.0,337.4296,42.8606,2540.0,-1.0,-1.0,-1.0,620.6315,-177.9759,1974.0,583.8789,-272.0201,1937.0,375.6869,-338.5784,1405.0,470.5063,-182.8725,2104.0,300.2324,-245.7442,2059.0,186.0098,-361.0744,1290.0,498.0085,237.8478,1945.0,463.7809,261.806,2059.0,584.9793,244.1318,1920.0,-1.0,-1.0,-1.0,2
22,469.8369,214.1441,1959.0,559.8952,125.4445,1963.0,670.4691,106.7229,1970.0,639.8395,-63.0915,1889.0,526.54,59.4465,1889.0,432.9889,165.1641,2104.0,327.6395,75.456,2528.0,219.1964,81.2919,2880.0,617.1731,-176.9842,1963.0,587.1121,-245.6152,1927.0,-1.0,-1.0,-1.0,479.3167,-157.4008,2083.0,304.1598,-242.8759,2063.0,182.2503,-359.8172,1293.0,504.5973,239.6391,1934.0,455.8456,258.3134,1981.0,615.1651,251.3795,1977.0,-1.0,-1.0,-1.0,2
23,450.7146,199.9966,1945.0,568.3408,128.0645,2004.0,674.1952,111.5916,2000.0,614.7006,-66.7504,1906.0,507.1693,60.4221,1920.0,468.6663,139.7775,1941.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,620.6315,-181.1772,1974.0,599.5787,-231.1833,1937.0,-1.0,-1.0,-1.0,489.0377,-156.1918,2067.0,305.7154,-234.8108,2051.0,283.4535,-556.3616,2011.0,471.2087,221.5252,1913.0,430.1868,235.5382,1952.0,681.6306,286.3526,2311.0,-1.0,-1.0,-1.0,2
24,410.9634,202.156,1966.0,531.0975,129.2787,2023.0,637.5987,113.5145,1977.0,622.3281,-70.3544,1920.0,486.714,57.0994,1913.0,391.6273,146.2586,2031.0,267.6958,9.3414,2395.0,-1.0,-1.0,-1.0,612.987,-177.6153,1970.0,595.515,-237.0981,1934.0,512.7165,-464.5965,1941.0,462.8034,-168.9023,2100.0,305.7154,-238.137,2051.0,179.3183,-358.1476,1287.0,438.1029,222.0765,1945.0,400.4435,238.5548,1977.0,526.9981,242.7368,1959.0,-1.0,-1.0,-1.0,2
25,410.7632,189.0559,1996.0,539.7824,126.4962,2031.0,646.962,101.6575,1996.0,613.2525,-84.67,1892.0,509.6506,35.2533,1906.0,408.9815,152.7398,2121.0,277.9909,17.2667,2417.0,244.4802,-6.0059,2322.0,614.2316,-187.5798,1974.0,548.735,-448.5873,1913.0,-1.0,-1.0,-1.0,476.4202,-165.4967,2100.0,306.9078,-239.0659,2059.0,178.6217,-358.8352,1282.0,433.2721,211.7209,1966.0,404.0704,219.8283,2011.0,525.6942,240.4158,1966.0,-1.0,-1.0,-1.0,2
26,425.4066,174.3083,2051.0,540.8455,126.7453,2035.0,644.6931,104.5266,1989.0,637.0699,-84.9832,1899.0,513.5474,32.2129,1909.0,408.0174,152.3798,2116.0,285.9784,31.6438,2635.0,76.5408,18.8548,2151.0,615.6748,-179.3283,1989.0,573.5693,-328.0546,1934.0,0.0,-0.0,0.0,475.7189,-166.4423,2112.0,306.3116,-238.6014,2055.0,178.4714,-362.7538,1296.0,445.4603,191.9075,1992.0,411.3039,207.1652,2047.0,524.2197,221.1631,1937.0,-1.0,-1.0,-1.0,2
27,436.8579,162.4068,2027.0,539.7824,126.4962,2031.0,653.4332,104.8945,1996.0,642.0041,-79.8201,1923.0,492.3755,10.619,1923.0,410.5241,153.3159,2129.0,318.9351,12.7892,2316.0,291.9297,-20.6966,2281.0,617.8416,-176.7225,1996.0,577.599,-303.4331,1937.0,-1.0,-1.0,-1.0,470.2964,-171.6369,2134.0,305.7154,-238.137,2051.0,179.16,-364.1534,1301.0,450.3305,181.5757,1985.0,413.0017,199.7421,2039.0,527.3597,214.8805,1937.0,376.6715,234.5154,1970.0,2
28,439.9294,151.341,2011.0,547.224,128.2401,2059.0,650.1976,104.8945,1996.0,655.8345,-83.1112,1927.0,451.9185,-79.4536,1992.0,413.995,154.6122,2147.0,327.6455,5.1201,2247.0,338.6237,-77.0466,2200.0,603.213,-173.4466,1959.0,591.5647,-289.9547,1952.0,-1.0,-1.0,-1.0,459.3992,-162.091,2100.0,304.1598,-246.2216,2063.0,180.1543,-361.9141,1293.0,449.8627,175.661,1955.0,417.1428,188.7048,2027.0,538.4421,221.2859,1966.0,-1.0,-1.0,-1.0,2
29,444.9524,155.2173,2019.0,539.4984,127.991,2055.0,654.1066,112.038,2008.0,667.2757,-84.9658,1970.0,430.9602,-104.1346,1970.0,412.2596,147.0295,2138.0,328.6701,-9.2792,2205.0,-1.0,-1.0,-1.0,598.0804,-170.6173,1963.0,596.4388,-272.0201,1937.0,374.1263,-333.8593,1358.0,449.1866,-172.3079,2100.0,299.0659,-248.1155,2051.0,182.9551,-367.5237,1298.0,454.8857,179.5633,1963.0,418.7571,194.2653,2051.0,538.2499,222.524,1977.0,-1.0,-1.0,-1.0,2
30,450.8893,159.4336,2031.0,525.1493,131.068,2051.0,656.3868,115.6963,2015.0,663.5498,-84.4913,1959.0,435.7931,-116.4985,1963.0,404.5696,146.7544,2134.0,324.875,-5.7628,2228.0,308.527,-124.9178,2164.0,591.5647,-169.6612,1952.0,599.6071,-239.365,1927.0,-1.0,-1.0,-1.0,435.4205,-170.9131,2083.0,298.0482,-253.4032,2067.0,181.269,-370.483,1301.0,468.0641,191.9075,1992.0,419.5738,197.9768,2055.0,546.6584,224.6626,1996.0,414.7211,244.1349,2169.0,2
31,441.6795,178.1372,2019.0,526.4127,130.5568,2043.0,657.6898,119.2003,2019.0,669.901,-84.4913,1959.0,434.9051,-119.438,1959.0,407.7926,151.4119,2151.0,328.4867,-5.7628,2228.0,297.3101,-67.4891,2238.0,587.1947,-162.9952,1948.0,595.7492,-241.6009,1945.0,-1.0,-1.0,-1.0,422.0818,-161.6351,2051.0,298.0482,-246.699,2067.0,182.5322,-364.5741,1295.0,464.5395,209.6994,1977.0,416.307,226.1958,2039.0,547.7539,231.5997,2000.0,-1.0,-1.0,-1.0,2
32,447.597,179.196,2031.0,537.2108,131.5793,2059.0,652.8036,111.8148,2004.0,649.5184,-90.6598,1955.0,424.6161,-115.1928,1941.0,408.029,150.2152,2134.0,331.5022,-5.7525,2224.0,300.482,-104.7251,2182.0,594.729,-166.4956,1952.0,595.2452,-241.9868,1923.0,524.2197,-451.0739,1937.0,432.8987,-158.6176,2055.0,293.0382,-248.1312,2079.0,183.776,-362.8849,1289.0,471.902,206.911,1981.0,417.1428,221.5773,2027.0,550.996,234.8432,2000.0,-1.0,-1.0,-1.0,2
33,443.4296,175.5558,2027.0,526.1735,131.3237,2055.0,645.0164,111.5916,2000.0,661.1787,-84.1894,1952.0,425.3384,-111.4101,1930.0,401.1103,150.2152,2134.0,308.7371,-9.6622,2296.0,290.5328,-84.7179,2214.0,587.0189,-162.0748,1937.0,597.4119,-249.1275,1930.0,521.5134,-461.2455,1927.0,432.0561,-161.6351,2051.0,293.0382,-251.5028,2079.0,183.0632,-361.4773,1284.0,462.5393,204.1954,1955.0,416.3196,214.5786,2023.0,552.9576,233.7999,2019.0,-1.0,-1.0,-1.0,2
34,443.4296,175.5558,2027.0,524.8776,131.8349,2063.0,641.4688,107.7522,1989.0,665.9208,-84.7933,1966.0,425.3589,-107.4947,1916.0,396.2254,152.327,2164.0,333.0775,-19.8437,2187.0,319.4799,-83.8378,2191.0,578.7545,-157.5387,1920.0,594.2833,-258.5173,1930.0,-1.0,-1.0,-1.0,424.4725,-155.5302,2015.0,294.1272,-246.2216,2063.0,179.7363,-365.2585,1290.0,466.4193,204.1096,1985.0,413.857,211.7156,2027.0,560.5749,241.7711,2059.0,-1.0,-1.0,-1.0,2
35,415.4965,184.6858,2019.0,515.4661,130.3012,2039.0,634.3939,107.1021,1977.0,643.0431,-83.8875,1945.0,413.2405,-105.9799,1889.0,391.0842,151.6934,2155.0,340.8843,-23.1979,2169.0,303.5701,-78.7869,2059.0,579.6588,-157.7848,1923.0,589.9725,-272.1783,1916.0,-1.0,-1.0,-1.0,405.9347,-139.3626,1927.0,300.8156,-242.8759,2063.0,184.0556,-386.8899,1321.0,443.0004,210.1236,1981.0,399.9228,221.1401,2023.0,529.358,238.5628,2004.0,-1.0,-1.0,-1.0,2
36,404.292,179.3449,1996.0,519.0042,119.6726,2027.0,627.9843,91.0713,1977.0,592.3799,-89.686,1934.0,372.1225,-103.904,1852.0,382.1951,149.5817,2125.0,320.8458,29.3621,2445.0,249.3133,-13.5956,2332.0,599.1411,-165.4218,1977.0,558.9133,-430.6474,1916.0,-1.0,-1.0,-1.0,403.0127,-125.198,1856.0,296.8946,-242.405,2059.0,185.9151,-386.3041,1319.0,433.2721,205.3443,1966.0,388.114,218.1886,1996.0,511.4681,229.8627,1985.0,-1.0,-1.0,-1.0,2
37,401.0564,176.1079,1996.0,536.4901,113.3213,2031.0,619.0911,83.8882,1959.0,548.4886,-99.0952,1934.0,340.9925,-103.5674,1846.0,395.2286,145.8604,2121.0,326.6131,47.2017,2552.0,249.3133,-17.3774,2332.0,612.4505,-169.6515,1989.0,539.4319,-451.6897,1913.0,-1.0,-1.0,-1.0,426.9632,-126.9518,1882.0,298.625,-250.535,2071.0,185.4922,-383.2913,1316.0,435.1167,198.0697,1989.0,389.6696,202.8134,2004.0,504.0148,222.9742,1981.0,-1.0,-1.0,-1.0,2
38,421.2061,174.5165,2015.0,534.2479,116.8447,2035.0,624.4902,93.7529,1966.0,562.1221,-92.4864,1927.0,376.4485,-104.6054,1920.0,395.493,148.5425,2160.0,334.2859,33.8861,2486.0,275.1839,-17.3402,2327.0,604.4447,-157.8834,1963.0,561.8992,-303.4331,1937.0,-1.0,-1.0,-1.0,430.895,-135.2477,1913.0,297.4714,-259.6041,2063.0,184.1949,-387.1827,1322.0,437.3471,199.3724,1970.0,393.7024,199.9618,2008.0,513.6487,229.3995,1981.0,-1.0,-1.0,-1.0,2
39,441.8809,172.9485,2035.0,529.5047,124.6583,2055.0,632.749,107.9147,1992.0,554.7611,-90.1961,1945.0,354.7886,-68.4664,1955.0,393.6248,145.6438,2169.0,297.8885,47.9046,2590.0,-1.0,-1.0,-1.0,614.2316,-161.9694,1974.0,572.4989,-285.173,1941.0,-1.0,-1.0,-1.0,438.7603,-133.596,1934.0,299.0659,-254.7679,2051.0,184.4736,-387.7685,1324.0,454.4622,201.2953,1989.0,409.5801,204.6422,2055.0,535.5301,230.069,2015.0,394.4535,245.5864,2063.0,2
40,438.7056,174.3083,2051.0,544.0348,127.4927,2047.0,638.0525,115.926,2019.0,560.7825,-81.1483,1955.0,351.5215,-69.7314,1903.0,497.1527,140.1377,2087.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,626.9892,-165.3336,2015.0,548.9514,-403.0362,1903.0,-1.0,-1.0,-1.0,464.5395,-130.154,1977.0,305.3393,-257.2522,2071.0,178.4714,-366.9574,1296.0,451.3924,209.3133,2004.0,409.5801,207.9748,2055.0,538.7193,238.0136,2027.0,-1.0,-1.0,-1.0,2
41,429.5675,167.9829,2055.0,550.4133,125.6289,2071.0,637.8313,112.038,2008.0,572.3831,-83.2406,1930.0,389.0512,-49.3676,1952.0,475.0261,136.2289,2079.0,310.1485,-28.0864,2015.0,-1.0,-1.0,-1.0,619.621,-165.7565,1981.0,590.3525,-276.724,1948.0,0.0,-0.0,0.0,479.1078,-140.8491,2039.0,299.6491,-248.5994,2055.0,183.3779,-366.2632,1301.0,431.8924,198.0697,1989.0,409.5801,194.6442,2055.0,503.8643,233.7999,2019.0,-1.0,-1.0,-1.0,2
